frame_nmr,track_id,plate_bbox,det_conf,license_number,license_number_score,ocr_conf,vehicle_type,layout,raw_ocr
279,3,"56,348,204,462",0.930803,,0.0,0.0,,0,
279,6,"421,506,479,617",0.789373,,0.0,0.0,,0,
280,3,"52,343,199,457",0.933462,,0.0,0.0,,0,
280,6,"419,503,480,614",0.897842,,0.0,0.0,,0,
281,3,"46,339,192,454",0.938598,,0.0,0.0,,0,
281,6,"413,498,480,612",0.906065,,0.0,0.0,,0,
282,3,"40,336,188,451",0.933937,43Z-739.56,8.93102,0.692408,car,2,432|73956
282,6,"406,495,479,608",0.913618,,0.0,0.0,,0,
283,3,"35,334,183,449",0.932237,,0.0,0.0,,0,
283,6,"400,492,479,605",0.910122,,0.0,0.0,,0,
284,3,"29,330,177,445",0.935614,,0.0,0.0,,0,
284,6,"395,489,479,602",0.919426,,0.0,0.0,,0,
285,3,"22,327,170,443",0.929393,,0.0,0.0,,0,
285,6,"384,482,479,601",0.92507,,0.0,0.0,,0,
286,3,"13,324,166,440",0.932468,29-L1 239.56,9.075225,0.63009,motorbike,2,29-L1|239.56
286,6,"379,480,480,597",0.924106,28H-148.72,8.213723,0.525489,car,2,28H|14B7.Z
287,3,"8,322,159,438",0.935837,,0.0,0.0,,0,
287,6,"375,477,479,595",0.922715,,0.0,0.0,,0,
288,3,"2,319,152,436",0.936633,,0.0,0.0,,0,
288,6,"367,476,479,592",0.929493,,0.0,0.0,,0,
289,3,"1,316,145,434",0.936381,,0.0,0.0,,0,
289,6,"364,474,479,589",0.931339,,0.0,0.0,,0,
290,3,"1,311,140,433",0.929144,,0.0,0.0,,0,
290,6,"352,469,479,588",0.913867,,0.0,0.0,,0,
291,3,"1,316,133,431",0.929131,,0.0,0.0,,0,
291,6,"349,462,479,585",0.903996,,0.0,0.0,,0,
292,6,"339,463,478,583",0.933227,,0.0,0.0,,0,
292,3,"1,310,123,426",0.927482,21T-3956,7.430245,0.892098,car,2,2-LT|3956
293,6,"335,462,476,577",0.934591,,0.0,0.0,,0,
293,3,"1,305,115,423",0.92569,,0.0,0.0,,0,
294,6,"330,460,475,574",0.934298,,0.0,0.0,,0,
294,3,"1,306,108,422",0.926084,,0.0,0.0,,0,
295,6,"321,455,470,572",0.926929,,0.0,0.0,,0,
295,3,"2,309,100,420",0.916835,,0.0,0.0,,0,
296,6,"315,452,465,571",0.933507,21H-437.63,6.197075,0.43883,car,2,ZJHC|437.63
296,3,"1,300,91,418",0.912533,,0.0,0.0,,0,
297,6,"310,451,457,568",0.931492,,0.0,0.0,,0,
297,3,"1,297,84,415",0.911853,,0.0,0.0,,0,
298,6,"304,448,453,567",0.934769,12-A1 101.64,8.241309,0.296524,motorbike,2,12A1|10164
298,3,"1,294,76,414",0.910825,,0.0,0.0,,0,
299,6,"299,450,450,564",0.939035,,0.0,0.0,,0,
299,3,"2,294,67,413",0.908577,,0.0,0.0,,0,
300,6,"292,448,442,563",0.931902,28-H1 137.68,9.407944,0.763178,motorbike,2,28-H1|137.68
300,3,"1,295,59,412",0.892485,,0.0,0.0,,0,
301,6,"286,450,435,563",0.932448,,0.0,0.0,,0,
301,3,"0,298,48,408",0.782406,,0.0,0.0,,0,
302,6,"282,447,421,560",0.933836,28-H1 187.58,9.076996,0.750798,motorbike,2,28-HT|187.58
303,6,"274,439,417,561",0.927916,,0.0,0.0,,0,
304,6,"268,440,412,560",0.931581,28H-187.68,9.832545,0.933018,car,2,28H|187.68
305,6,"265,444,403,561",0.93359,,0.0,0.0,,0,
306,6,"256,442,401,558",0.937265,28-H1 187.68,9.644623,0.857849,motorbike,2,28H1|187.68
307,6,"250,440,398,556",0.931522,,0.0,0.0,,0,
308,6,"242,440,391,554",0.933477,28-H1 182.58,9.291281,0.716512,motorbike,2,28.H1|182.58
309,6,"233,439,380,555",0.937374,,0.0,0.0,,0,
310,6,"225,436,380,552",0.929105,28-H1 182.58,9.310396,0.724158,motorbike,2,28.H1|182.58
311,6,"217,434,370,550",0.935115,,0.0,0.0,,0,
312,6,"209,433,366,549",0.932832,,0.0,0.0,,0,
313,6,"203,430,358,548",0.934295,,0.0,0.0,,0,
314,6,"195,428,352,549",0.935998,,0.0,0.0,,0,
315,6,"190,429,348,548",0.934152,,0.0,0.0,,0,
316,6,"185,428,341,547",0.932667,12N-182.68,8.22977,0.531908,car,2,LZN|182.68
317,6,"177,428,333,549",0.931654,,0.0,0.0,,0,
318,6,"170,429,323,549",0.930977,,0.0,0.0,,0,
319,6,"167,429,318,548",0.934001,,0.0,0.0,,0,
320,6,"163,430,315,548",0.932965,,0.0,0.0,,0,
321,6,"162,434,310,547",0.931144,,0.0,0.0,,0,
322,6,"159,434,306,547",0.931571,28-H1 187.68,9.759221,0.903688,motorbike,2,28-H1|187.68
323,6,"156,435,301,548",0.934545,,0.0,0.0,,0,
324,6,"156,437,301,548",0.932551,28-H1 187.68,9.149622,0.659849,motorbike,2,28.H1|187.68
325,6,"155,437,300,550",0.932236,,0.0,0.0,,0,
326,6,"145,437,293,552",0.933658,28-H1 182.58,8.876809,0.670724,motorbike,2,28-HT|182.58
327,6,"146,439,295,553",0.933293,,0.0,0.0,,0,
328,6,"146,439,295,555",0.934629,28-H1 182.59,9.2839,0.71356,motorbike,2,28H1|182.59
329,6,"147,441,295,556",0.933754,,0.0,0.0,,0,
330,6,"145,440,293,556",0.935309,28-H1 187.68,9.762473,0.904989,motorbike,2,28-H1|187.68
331,6,"146,441,294,556",0.935321,,0.0,0.0,,0,
332,6,"146,442,295,558",0.935922,28-H1 187.68,9.462101,0.78484,motorbike,2,28-H1|187.68
333,6,"146,442,295,559",0.936249,,0.0,0.0,,0,
334,6,"147,443,296,560",0.934603,28-H1 187.68,9.841861,0.936744,motorbike,2,28H1|187.68
335,6,"147,443,296,560",0.932697,,0.0,0.0,,0,
336,6,"147,444,294,560",0.932755,28-H1 187.69,9.669389,0.867755,motorbike,2,28H1|187.69
337,6,"143,444,289,559",0.933159,,0.0,0.0,,0,
338,6,"140,443,288,559",0.933232,28-H1 187.68,8.997541,0.599016,motorbike,2,28.H1|187.68
339,6,"136,442,285,558",0.934461,,0.0,0.0,,0,
340,6,"134,443,282,558",0.935302,28-H1 187.68,9.018453,0.607381,motorbike,2,28-H1|187.68
341,6,"129,441,279,558",0.941151,,0.0,0.0,,0,
342,6,"125,439,276,558",0.935458,28H-187.69,9.962605,0.985042,car,2,28H|187.69
343,6,"122,439,272,556",0.928895,,0.0,0.0,,0,
344,6,"118,438,268,554",0.937046,28-H1 182.58,9.167125,0.78685,motorbike,2,28-HI|182.58
345,6,"115,437,266,552",0.939683,,0.0,0.0,,0,
346,6,"110,433,261,552",0.937748,28-H1 182.68,9.268911,0.707564,motorbike,2,28-H1|182.68
347,6,"108,432,257,551",0.940002,,0.0,0.0,,0,
348,6,"103,433,255,550",0.934111,28-H1 182.68,9.334973,0.733989,motorbike,2,28-H1|182.68
349,6,"97,430,253,550",0.930273,,0.0,0.0,,0,
350,6,"94,430,250,549",0.930619,28-H0 187.68,9.268388,0.707355,motorbike,2,28H0|187.68
351,6,"89,429,243,549",0.935001,,0.0,0.0,,0,
352,6,"85,427,243,548",0.933495,28-H1 182.58,9.423193,0.769277,motorbike,2,28-H1|182.58
353,6,"81,426,233,546",0.933201,,0.0,0.0,,0,
354,6,"75,425,229,546",0.932574,28-H1 187.68,9.15708,0.662832,motorbike,2,28H1|187.68
355,6,"71,422,226,545",0.930203,,0.0,0.0,,0,
356,6,"64,422,221,544",0.930761,28-H1 187.68,9.04032,0.736128,motorbike,2,28-HT|187.68
357,6,"58,419,215,543",0.933774,,0.0,0.0,,0,
358,6,"52,417,210,543",0.930108,28-H1 182.68,9.796958,0.918783,motorbike,2,28H1|182.68
359,6,"46,416,206,540",0.933821,,0.0,0.0,,0,
360,6,"40,413,201,537",0.929378,28-H1 182.68,9.464607,0.905843,motorbike,2,28-HI|182.68
361,6,"32,410,194,535",0.926734,,0.0,0.0,,0,
362,6,"21,407,190,536",0.928185,28T-182.68,9.664894,0.865958,car,2,28T|182.68
363,6,"6,407,182,534",0.929939,,0.0,0.0,,0,
364,6,"1,406,172,532",0.920775,28-H1 882.68,9.132805,0.653122,motorbike,2,28-H1|882.68
365,6,"0,405,162,528",0.925276,,0.0,0.0,,0,
366,6,"1,405,151,525",0.916979,28-H1 181.88,7.660089,0.304036,motorbike,2,Z8HT|18188
367,6,"1,402,140,525",0.932467,,0.0,0.0,,0,
368,6,"2,399,134,524",0.933418,28-H1 876.84,8.618556,0.567422,motorbike,2,28-HT|87.684
369,6,"1,394,122,525",0.927082,,0.0,0.0,,0,
370,6,"1,393,114,523",0.924933,,0.0,0.0,,0,
371,6,"0,399,105,522",0.926734,,0.0,0.0,,0,
372,6,"1,399,95,521",0.921415,,0.0,0.0,,0,
373,6,"1,401,86,522",0.920726,,0.0,0.0,,0,
374,6,"1,401,79,522",0.914714,,0.0,0.0,,0,
375,6,"0,401,71,520",0.914066,,0.0,0.0,,0,
376,6,"2,402,65,521",0.903845,,0.0,0.0,,0,
382,7,"403,626,479,741",0.225338,,0.0,0.0,,0,
383,7,"395,624,478,739",0.818543,,0.0,0.0,,0,
384,7,"392,623,478,739",0.810256,35A-713.94,8.19238,0.516952,car,2,354|7L394
385,7,"386,622,478,738",0.914326,,0.0,0.0,,0,
386,7,"384,620,478,735",0.916814,35G-063.90,8.781929,0.632772,car,2,35-6|06390
387,7,"375,618,479,736",0.910035,,0.0,0.0,,0,
388,7,"373,618,479,731",0.911183,35-B7 439.08,9.419157,0.767663,motorbike,2,35-B7|439.08
389,7,"364,617,477,727",0.910712,,0.0,0.0,,0,
390,7,"358,618,478,732",0.920725,38Z-439.08,9.547208,0.938883,car,2,3.82|43908
391,7,"352,619,478,731",0.922825,,0.0,0.0,,0,
392,7,"347,618,477,734",0.921673,35-B2 639.08,9.571368,0.948547,motorbike,2,35-82|639.08
393,7,"341,616,477,734",0.917799,,0.0,0.0,,0,
394,7,"334,618,475,734",0.926139,35-B2 639.08,9.314961,0.845985,motorbike,2,35-82|639.08
394,8,"2,338,21,382",0.186209,,0.0,0.0,,0,
395,7,"330,620,469,734",0.931961,,0.0,0.0,,0,
396,7,"323,620,464,734",0.921,35-B2 639.08,9.263417,0.825367,motorbike,2,35-82|639.08
397,7,"317,620,457,734",0.919538,,0.0,0.0,,0,
398,7,"310,619,454,735",0.926084,35-B2 539.08,9.114867,0.765947,motorbike,2,35-82|539.08
399,7,"307,619,446,733",0.915025,,0.0,0.0,,0,
400,7,"300,616,440,733",0.925288,35-B2 439.08,9.312827,0.845131,motorbike,2,35-82|43908
401,7,"292,614,434,730",0.931659,,0.0,0.0,,0,
402,7,"287,613,428,729",0.93436,35-B2 439.08,9.764909,0.905964,motorbike,2,35-B2|439.08
403,7,"280,612,424,726",0.93306,,0.0,0.0,,0,
404,7,"275,611,417,724",0.931006,35-B2 639.08,9.412135,0.884854,motorbike,2,3582|639.08
405,7,"270,610,412,723",0.927904,,0.0,0.0,,0,
406,7,"264,609,405,722",0.932114,35-B2 639.08,9.607116,0.962847,motorbike,2,35-82|639.08
407,7,"259,608,402,723",0.934115,,0.0,0.0,,0,
408,7,"253,607,398,723",0.922372,35-B2 139.08,8.706842,0.722737,motorbike,2,35-82|L39.08
409,7,"249,608,391,722",0.922909,,0.0,0.0,,0,
410,7,"247,609,390,723",0.931559,35-B2 639.08,9.273789,0.829515,motorbike,2,35-82|639.08
411,7,"243,609,385,723",0.930032,,0.0,0.0,,0,
412,7,"240,607,381,722",0.933379,35-B2 139.08,8.692575,0.71703,motorbike,2,35-82|L39.08
413,7,"236,608,379,722",0.932265,,0.0,0.0,,0,
414,7,"233,607,377,723",0.924482,35-B2 439.00,9.446489,0.898596,motorbike,2,35-82|439.00
415,7,"229,607,373,725",0.921889,,0.0,0.0,,0,
416,7,"225,607,369,726",0.931126,35-B2 439.08,9.203185,0.801274,motorbike,2,35-82|439.08
417,7,"220,609,368,725",0.929824,,0.0,0.0,,0,
418,7,"216,609,361,728",0.937923,35-B2 139.08,9.181625,0.91265,motorbike,2,35-82|L39.08
419,7,"211,609,358,729",0.916948,,0.0,0.0,,0,
420,7,"206,609,350,727",0.923861,35-B2 339.08,9.14384,0.777536,motorbike,2,35-82|339.08
421,7,"197,606,344,729",0.929243,,0.0,0.0,,0,
422,7,"189,606,336,729",0.923575,35-B2 639.08,9.59954,0.959816,motorbike,2,35-82|639.08
423,7,"183,604,330,728",0.923376,,0.0,0.0,,0,
424,7,"176,602,323,728",0.933533,35-B2 139.08,9.247982,0.939193,motorbike,2,35-82|L39.08
425,7,"171,601,318,725",0.918987,,0.0,0.0,,0,
426,7,"164,599,312,723",0.910827,35-B2 439.08,9.372328,0.868931,motorbike,2,35-82|439.08
427,7,"160,597,310,722",0.926651,,0.0,0.0,,0,
428,7,"152,595,304,723",0.920497,35-B2 139.08,9.452531,0.901012,motorbike,2,35-B2|L39.08
429,7,"145,595,299,716",0.893668,,0.0,0.0,,0,
430,7,"137,594,294,722",0.889144,35-B2 639.08,9.589797,0.835919,motorbike,2,35-B2|639.08
431,7,"133,591,289,709",0.917077,,0.0,0.0,,0,
432,7,"130,590,283,710",0.887013,35-B2 139.08,9.110199,0.884079,motorbike,2,35-82|L39.08
433,7,"124,587,278,714",0.886979,,0.0,0.0,,0,
434,7,"118,586,275,716",0.917108,35-B2 439.08,9.396089,0.878435,motorbike,2,35-82|439.08
435,7,"114,584,273,712",0.929822,,0.0,0.0,,0,
436,7,"109,583,269,701",0.916411,,0.0,0.0,,0,
437,7,"103,582,267,705",0.915151,,0.0,0.0,,0,
438,7,"99,581,253,695",0.90109,,0.0,0.0,,0,
439,7,"98,579,245,689",0.888228,,0.0,0.0,,0,
440,7,"91,579,251,700",0.918464,35-B2 439.08,9.532405,0.812962,motorbike,2,35-B2|439.08
441,7,"88,579,244,698",0.921709,,0.0,0.0,,0,
442,7,"84,579,238,694",0.918559,,0.0,0.0,,0,
443,7,"83,577,240,703",0.920806,,0.0,0.0,,0,
444,7,"80,577,238,694",0.9084,35-B2 439.08,9.620156,0.848063,motorbike,2,35-B2|439.08
445,7,"79,577,244,697",0.90886,,0.0,0.0,,0,
446,7,"77,576,236,690",0.899642,35-B2 139.08,9.254181,0.941672,motorbike,2,35-82|L3908
447,7,"73,576,227,686",0.904631,,0.0,0.0,,0,
448,7,"70,576,227,689",0.907035,35-B2 639.08,9.596674,0.95867,motorbike,2,35-82|639.08
449,7,"68,578,228,692",0.894224,,0.0,0.0,,0,
450,7,"66,578,223,694",0.90893,35-B2 439.08,9.604906,0.841962,motorbike,2,35-B2|439.08
451,7,"62,581,217,690",0.884962,,0.0,0.0,,0,
452,7,"60,581,214,690",0.894554,35-B2 439.08,9.902145,0.960858,motorbike,2,35-B2|439.08
453,7,"60,582,210,691",0.893242,,0.0,0.0,,0,
454,7,"53,582,206,692",0.899711,35-B2 439.08,9.715034,0.886013,motorbike,2,35-B2|43908
455,7,"51,582,204,693",0.908394,,0.0,0.0,,0,
456,7,"45,582,202,698",0.900014,35-B2 439.08,9.725696,0.890278,motorbike,2,35-B2|439.08
457,7,"42,582,197,700",0.913665,,0.0,0.0,,0,
458,7,"39,585,194,702",0.903473,35-B2 439.08,9.684705,0.873882,motorbike,2,35-B2|439.08
459,7,"33,586,188,700",0.902155,,0.0,0.0,,0,
460,7,"24,585,181,710",0.918959,35-B2 439.08,9.647789,0.859116,motorbike,2,35-B2|439.08
461,7,"8,585,173,705",0.929326,,0.0,0.0,,0,
462,7,"3,589,165,705",0.920941,35-B2 439.08,9.402578,0.761031,motorbike,2,35B2|439.08
463,7,"1,591,155,715",0.92058,,0.0,0.0,,0,
463,9,"429,484,480,585",0.870322,,0.0,0.0,,0,
464,7,"0,593,145,721",0.923489,35-B2 539.08,9.773645,0.909458,motorbike,2,35-B2|539.08
464,9,"423,484,480,585",0.896817,,0.0,0.0,,0,
465,9,"416,486,479,587",0.909011,,0.0,0.0,,0,
465,7,"1,595,137,716",0.907981,,0.0,0.0,,0,
466,7,"2,598,133,717",0.929578,35-B2 3908,7.614632,0.765853,motorbike,2,35.82|39.08
466,9,"407,486,479,591",0.915291,,0.0,0.0,,0,
467,7,"1,600,118,722",0.924751,,0.0,0.0,,0,
467,9,"399,487,479,593",0.921561,,0.0,0.0,,0,
468,7,"0,603,106,730",0.924156,58-Z1 9085,6.934291,0.493716,motorbike,2,5-821|9.085
468,9,"390,491,479,594",0.921621,,0.0,0.0,,0,
469,9,"385,495,478,596",0.92943,,0.0,0.0,,0,
469,7,"0,609,97,735",0.920137,,0.0,0.0,,0,
470,9,"377,497,478,598",0.932669,29T-172.13,8.990779,0.596311,car,2,29-T|17213
470,7,"0,614,82,741",0.9067,,0.0,0.0,,0,
470,10,"7,176,66,210",0.195581,,0.0,0.0,,0,
471,9,"368,498,479,600",0.934544,,0.0,0.0,,0,
471,7,"0,619,75,749",0.907271,,0.0,0.0,,0,
472,9,"359,497,479,601",0.937483,29-F3 121.35,9.08091,0.632364,motorbike,2,29F3|12135
472,11,"1,86,24,120",0.177831,,0.0,0.0,,0,
473,9,"351,498,479,602",0.934505,,0.0,0.0,,0,
474,9,"343,499,478,603",0.934912,91B-221.35,6.911422,0.724569,car,2,29-18|221.35
475,9,"335,501,476,603",0.929597,,0.0,0.0,,0,
476,9,"327,501,468,604",0.930219,29-T3 721.35,7.092976,0.437191,motorbike,2,29-T37|721.35
477,9,"319,501,466,606",0.925494,,0.0,0.0,,0,
478,9,"311,502,454,606",0.930932,91B-121.35,6.662165,0.744866,car,2,29-18|12135
479,9,"305,502,448,608",0.933785,,0.0,0.0,,0,
480,9,"298,502,442,609",0.932258,93D-121.35,6.572713,0.709085,car,2,79303|12135
481,9,"292,502,436,610",0.929681,,0.0,0.0,,0,
482,9,"286,503,431,610",0.930478,29L-221.35,9.552251,0.820901,car,2,29.L|22135
483,9,"280,503,426,611",0.932986,,0.0,0.0,,0,
484,9,"275,503,421,612",0.927022,,0.0,0.0,,0,
485,9,"270,504,417,613",0.927234,,0.0,0.0,,0,
486,9,"264,505,412,614",0.927054,,0.0,0.0,,0,
487,9,"261,505,408,615",0.927357,,0.0,0.0,,0,
488,9,"255,507,402,615",0.928177,29F-121.35,7.776244,0.830498,car,2,29FY3|12135
489,9,"250,508,400,616",0.928771,,0.0,0.0,,0,
490,9,"244,508,394,616",0.930668,93Y-121.35,6.408866,0.643546,car,2,293Y3|12135
491,9,"237,507,389,616",0.929403,,0.0,0.0,,0,
492,9,"232,507,382,616",0.924433,,0.0,0.0,,0,
493,9,"226,507,378,616",0.929164,,0.0,0.0,,0,
494,9,"220,506,372,616",0.931146,29Z-1735,5.927235,0.490894,car,1,2921735
495,9,"214,504,367,617",0.931604,,0.0,0.0,,0,
496,9,"206,503,359,618",0.924765,29R-121.35,9.267345,0.706938,car,2,29R|12135
497,9,"198,502,353,618",0.934226,,0.0,0.0,,0,
498,9,"192,504,345,614",0.929785,29-Y3 121.35,9.410941,0.764376,motorbike,2,29-Y3-|12135
499,9,"182,503,339,619",0.924643,,0.0,0.0,,0,
500,9,"176,504,330,616",0.928997,29-Z3 721.35,8.657868,0.583147,motorbike,2,2923|72135
501,9,"168,504,321,617",0.921754,,0.0,0.0,,0,
502,9,"161,503,313,616",0.928482,93B-721.35,6.387426,0.63497,car,2,29-38|72L35
503,9,"153,505,304,616",0.932305,,0.0,0.0,,0,
504,9,"145,505,297,616",0.92192,29F-721.35,9.722093,0.888837,car,2,29-F|72135
505,9,"138,504,293,616",0.931203,,0.0,0.0,,0,
506,9,"131,504,286,614",0.934041,29-Y3 721.35,9.224281,0.689713,motorbike,2,29-Y3|721.35
507,9,"125,503,282,614",0.924267,,0.0,0.0,,0,
508,9,"119,502,275,612",0.933204,29-T3 121.35,9.33808,0.735232,motorbike,2,29-T3|12135
509,9,"113,500,268,611",0.93281,,0.0,0.0,,0,
510,9,"108,499,261,608",0.934596,,0.0,0.0,,0,
511,9,"99,498,254,607",0.935571,,0.0,0.0,,0,
512,9,"94,496,247,605",0.935205,29-Y3 121.35,9.372498,0.748999,motorbike,2,29-Y3|12135
513,9,"89,496,239,603",0.935012,,0.0,0.0,,0,
514,9,"82,494,232,602",0.935434,29-T3 121.35,8.890706,0.556283,motorbike,2,29.T3|12135
515,9,"78,494,227,600",0.931092,,0.0,0.0,,0,
516,9,"72,493,221,599",0.935117,29E-121.35,7.586814,0.634726,car,2,29E13|12135
517,9,"65,492,216,599",0.930491,,0.0,0.0,,0,
518,9,"60,490,211,597",0.928073,29-T3 221.35,9.693379,0.877352,motorbike,2,29-T3|22135
519,9,"54,488,206,596",0.929577,,0.0,0.0,,0,
520,9,"49,486,201,596",0.931558,,0.0,0.0,,0,
521,9,"45,486,197,594",0.93645,,0.0,0.0,,0,
522,9,"42,484,194,594",0.933917,,0.0,0.0,,0,
523,9,"41,484,193,593",0.930829,,0.0,0.0,,0,
524,9,"40,484,193,592",0.930565,,0.0,0.0,,0,
525,9,"40,483,193,592",0.92975,,0.0,0.0,,0,
526,9,"41,482,195,593",0.928948,,0.0,0.0,,0,
527,9,"42,482,197,594",0.935246,,0.0,0.0,,0,
528,9,"44,483,198,594",0.937774,,0.0,0.0,,0,
529,9,"44,484,199,594",0.937706,,0.0,0.0,,0,
530,9,"44,484,201,596",0.937762,40S-721.35,8.520947,0.528379,car,2,405|721.35
531,9,"45,485,202,596",0.93861,,0.0,0.0,,0,
532,9,"45,484,202,597",0.938752,,0.0,0.0,,0,
533,9,"45,485,201,597",0.939499,,0.0,0.0,,0,
534,9,"43,485,199,598",0.939351,29-Y3 221.35,9.946098,0.978439,motorbike,2,29-Y3|221.35
535,9,"41,484,198,597",0.9379,,0.0,0.0,,0,
536,9,"39,484,195,597",0.92758,,0.0,0.0,,0,
537,9,"35,484,192,599",0.935959,,0.0,0.0,,0,
538,9,"30,484,189,600",0.933421,,0.0,0.0,,0,
539,9,"26,484,184,601",0.938931,,0.0,0.0,,0,
540,9,"21,483,179,600",0.937599,,0.0,0.0,,0,
541,9,"12,484,174,602",0.937002,,0.0,0.0,,0,
542,9,"6,484,169,602",0.935859,29-Y3 221.35,9.891503,0.956601,motorbike,2,29-Y3|22135
543,9,"3,484,161,602",0.937541,,0.0,0.0,,0,
544,9,"2,484,154,602",0.936689,29-Y3 221.35,9.958554,0.983421,motorbike,2,29-Y3|22135
545,9,"1,483,146,603",0.935182,,0.0,0.0,,0,
546,9,"1,484,137,603",0.933359,29-Y3 121.35,9.530501,0.8122,motorbike,2,29-Y3|12135
547,9,"0,486,128,604",0.93335,,0.0,0.0,,0,
548,9,"0,491,120,606",0.929852,93-Y3 213.51,9.410636,0.764254,motorbike,2,93Y3|21351
549,9,"1,493,111,608",0.93095,,0.0,0.0,,0,
550,9,"0,493,101,609",0.926287,,0.0,0.0,,0,
551,9,"0,493,90,610",0.925958,,0.0,0.0,,0,
552,9,"0,493,80,610",0.922966,,0.0,0.0,,0,
553,9,"0,495,70,612",0.928578,,0.0,0.0,,0,
554,9,"0,496,60,615",0.916566,,0.0,0.0,,0,
555,9,"0,497,53,618",0.883732,,0.0,0.0,,0,
563,12,"433,519,480,616",0.641817,,0.0,0.0,,0,
564,12,"427,518,480,616",0.851824,,0.0,0.0,,0,
565,12,"419,520,479,615",0.902438,,0.0,0.0,,0,
566,12,"413,519,479,616",0.917613,,0.0,0.0,,0,
567,12,"407,519,479,615",0.923161,,0.0,0.0,,0,
568,12,"400,519,478,615",0.924152,29G-5881,6.834907,0.653963,car,2,296|5881
569,12,"394,518,478,614",0.923682,,0.0,0.0,,0,
570,12,"388,518,478,614",0.926062,29F-6880,7.068315,0.627326,car,2,29-F|688.0
571,12,"382,518,479,613",0.925797,,0.0,0.0,,0,
572,12,"377,516,478,613",0.92249,29X-6880,7.95124,0.980496,car,2,29-X|6880
573,12,"370,514,478,612",0.927261,,0.0,0.0,,0,
574,12,"365,513,479,610",0.928605,29-X1 688.03,9.960157,0.984063,motorbike,2,29-X1|68803
575,12,"360,510,478,608",0.927202,,0.0,0.0,,0,
576,12,"354,506,478,607",0.922441,29-X1 688.03,9.972264,0.988906,motorbike,2,29.X1|688.03
577,12,"350,507,478,604",0.924426,,0.0,0.0,,0,
578,12,"343,505,475,601",0.929573,29-X1 688.03,9.990627,0.996251,motorbike,2,29-X1|688.03
579,12,"336,504,472,598",0.92508,,0.0,0.0,,0,
580,12,"331,501,463,594",0.929928,29-X1 688.03,9.967441,0.986977,motorbike,2,29-X1|688.03
581,12,"322,498,455,592",0.929751,,0.0,0.0,,0,
582,12,"314,493,447,587",0.922818,29-X1 688.03,9.970013,0.988005,motorbike,2,29-X1|688.03
583,12,"306,488,439,584",0.921533,,0.0,0.0,,0,
584,12,"297,486,431,581",0.925691,29-X1 688.03,9.809737,0.923895,motorbike,2,29-X1|688.03
585,12,"290,485,421,577",0.919739,,0.0,0.0,,0,
586,12,"280,483,414,574",0.930067,29-X1 688.03,9.97313,0.989252,motorbike,2,29-X1|688.03
587,12,"274,478,405,574",0.929589,,0.0,0.0,,0,
588,12,"265,476,399,572",0.930008,29-X1 688.03,9.779615,0.911846,motorbike,2,29.X1|688.03
589,12,"260,477,390,571",0.9328,,0.0,0.0,,0,
590,12,"254,478,382,569",0.927797,29-X1 688.03,9.970033,0.988013,motorbike,2,29-X1|688.03
591,12,"247,476,378,568",0.925252,,0.0,0.0,,0,
592,12,"241,475,373,567",0.925554,29-X1 688.03,9.966125,0.98645,motorbike,2,29-X1|688.03
593,12,"236,472,369,566",0.926876,,0.0,0.0,,0,
594,12,"233,470,363,563",0.927718,29-X1 688.03,9.551173,0.820469,motorbike,2,29-X1|688.03
594,13,"461,70,479,98",0.246919,,0.0,0.0,,0,
595,12,"227,469,358,561",0.922033,,0.0,0.0,,0,
596,12,"223,466,353,559",0.920923,29-X1 688.03,9.979818,0.991927,motorbike,2,29-X1|688.03
597,12,"219,465,348,557",0.926064,,0.0,0.0,,0,
597,13,"464,68,478,93",0.222435,,0.0,0.0,,0,
598,12,"214,462,345,555",0.923335,29-X1 688.03,9.83787,0.935148,motorbike,2,29-X1|688.03
598,13,"464,69,478,93",0.374767,,0.0,0.0,,0,
599,12,"210,459,339,553",0.929204,,0.0,0.0,,0,
599,13,"464,68,478,93",0.320469,,0.0,0.0,,0,
600,12,"204,457,336,551",0.929681,29-X1 688.03,9.950718,0.980287,motorbike,2,29-X1|688.03
600,13,"464,67,478,93",0.282104,,0.0,0.0,,0,
601,12,"200,456,331,550",0.929072,,0.0,0.0,,0,
602,12,"195,454,326,549",0.929517,29-X1 688.03,9.953758,0.981503,motorbike,2,29-X1|688.03
603,12,"191,453,323,547",0.927787,,0.0,0.0,,0,
604,12,"187,451,319,545",0.921933,29-X1 688.03,9.952695,0.981078,motorbike,2,29-X1|688.03
605,12,"181,448,315,544",0.921639,,0.0,0.0,,0,
606,12,"178,447,312,542",0.924283,29-X1 688.03,9.853754,0.941502,motorbike,2,29-X1|688.03
607,12,"174,445,308,541",0.923665,,0.0,0.0,,0,
608,12,"172,444,305,540",0.931198,29-X1 688.03,9.520019,0.808008,motorbike,2,29-X1|688.03
609,12,"168,443,302,539",0.92066,,0.0,0.0,,0,
610,12,"166,442,299,538",0.919901,29-M1 688.03,9.125034,0.650014,motorbike,2,29-M1|688.03
611,12,"163,440,297,537",0.922747,,0.0,0.0,,0,
612,12,"161,439,295,536",0.923667,29-X1 688.03,9.74018,0.896072,motorbike,2,29-X1|688.03
613,12,"160,439,294,535",0.922788,,0.0,0.0,,0,
614,12,"157,437,293,535",0.925907,29-X1 688.03,9.936953,0.974781,motorbike,2,29-X1|688.03
615,12,"155,436,290,535",0.929726,,0.0,0.0,,0,
