epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,129.707,0.63247,0.6456,0.82594,0.99652,1,0.995,0.79055,0.84802,0.54401,0.84101,4.555e-05,4.555e-05,4.555e-05
35,133.315,0.58143,0.63222,0.82316,0.99645,1,0.995,0.79348,0.86543,0.5316,0.85266,4.39e-05,4.39e-05,4.39e-05
36,136.758,0.58834,0.6357,0.82958,0.99634,1,0.995,0.7872,0.88812,0.52999,0.86358,4.225e-05,4.225e-05,4.225e-05
37,140.331,0.56702,0.63341,0.83085,0.99646,1,0.995,0.7753,0.92621,0.53678,0.87261,4.06e-05,4.06e-05,4.06e-05
38,143.768,0.56301,0.6206,0.8221,0.99648,1,0.995,0.77472,0.91393,0.54378,0.85668,3.895e-05,3.895e-05,3.895e-05
39,147.263,0.54891,0.60892,0.81719,0.99637,1,0.995,0.77609,0.90542,0.54187,0.84727,3.73e-05,3.73e-05,3.73e-05
40,150.74,0.56334,0.62185,0.82237,0.9965,1,0.995,0.77342,0.91368,0.54663,0.8468,3.565e-05,3.565e-05,3.565e-05
41,154.153,0.54293,0.61339,0.83001,0.99652,1,0.995,0.76448,0.92074,0.54318,0.8468,3.4e-05,3.4e-05,3.4e-05
42,157.693,0.53679,0.604,0.80315,0.99644,1,0.995,0.77758,0.92283,0.54428,0.85184,3.235e-05,3.235e-05,3.235e-05
43,161.186,0.52629,0.60359,0.81222,0.99653,1,0.995,0.77758,0.91976,0.53871,0.85342,3.07e-05,3.07e-05,3.07e-05
44,164.701,0.52882,0.60798,0.83296,0.99647,1,0.995,0.77804,0.89746,0.52783,0.85048,2.905e-05,2.905e-05,2.905e-05
45,168.108,0.53924,0.61041,0.79607,0.99645,1,0.995,0.77804,0.8819,0.52176,0.84688,2.74e-05,2.74e-05,2.74e-05
46,171.61,0.52689,0.60203,0.80537,0.99649,1,0.995,0.78309,0.87076,0.5163,0.84579,2.575e-05,2.575e-05,2.575e-05
47,175.076,0.50245,0.59701,0.7962,0.99651,1,0.995,0.77424,0.90273,0.51793,0.85253,2.41e-05,2.41e-05,2.41e-05
48,178.515,0.49412,0.57449,0.78846,0.99641,1,0.995,0.77424,0.91364,0.5227,0.85587,2.245e-05,2.245e-05,2.245e-05
49,182.007,0.49647,0.58507,0.79519,0.99629,1,0.995,0.76119,0.92131,0.52395,0.85558,2.08e-05,2.08e-05,2.08e-05
50,185.533,0.49289,0.58944,0.81058,0.99634,1,0.995,0.75816,0.92571,0.52009,0.8568,1.915e-05,1.915e-05,1.915e-05
51,189.083,0.49324,0.58982,0.80398,0.99632,1,0.995,0.76081,0.92664,0.51958,0.85441,1.75e-05,1.75e-05,1.75e-05
52,192.509,0.50377,0.59068,0.80884,0.99639,1,0.995,0.75797,0.92128,0.51609,0.85362,1.585e-05,1.585e-05,1.585e-05
53,196.046,0.472,0.57212,0.81301,0.99636,1,0.995,0.76038,0.92331,0.51972,0.85441,1.42e-05,1.42e-05,1.42e-05
54,199.595,0.46892,0.58292,0.79397,0.9964,1,0.995,0.77478,0.92833,0.52028,0.8559,1.255e-05,1.255e-05,1.255e-05
55,203.039,0.45825,0.5663,0.78951,0.99637,1,0.995,0.75454,0.93421,0.52012,0.85709,1.09e-05,1.09e-05,1.09e-05
